AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
251,98,Roopa Kumar,32,F,A3
252,99,Arun Patil,21,M,A1
253,99,Manjunath Patil,33,M,A2
254,99,Sunil Sharma,31,M,A3
255,99,Anil Yadav,28,M,A4
256,100,Sudeep Sharma,20,M,A1
257,100,Arun Sharma,28,M,A2
258,100,Shivakumar Sharma,22,M,A3
259,101,Puneeth Hegde,34,M,A1
260,102,Vinay Singh,32,M,A1
261,103,Kiran Reddy,27,M,A1
262,103,Basavaraj Hiremath,21,M,A2
263,104,Abhishek Hiremath,27,M,A1
264,104,Vinay Singh,35,M,A2
265,104,Vijay Gowda,33,M,A3
266,105,Kiran Desai,32,M,A1
267,105,Santosh Sharma,41,M,A2
268,106,Geetha Kumar,26,F,A1
269,106,Pradeep Patil,61,M,A2
270,107,Santosh Naik,30,M,A1
271,107,Darshan Bhat,29,M,A2
272,107,Kiran Kumar,29,M,A3
273,108,Sunil Rao,61,M,A1
274,108,Anil Kumar,20,M,A2
275,109,Asha Naik,63,F,A1
276,109,Vinay Kumar,30,M,A2
277,109,Shivakumar Shetty,25,M,A3
278,110,Prakash Naik,51,M,A1
279,110,Pradeep Hiremath,27,M,A2
280,110,Kiran Desai,35,M,A3
281,111,Basavaraj Kumar,22,M,A1
282,111,Arun Gowda,26,M,A2
283,111,Shivakumar Yadav,31,M,A3
284,111,Pradeep Shetty,27,M,A4
285,112,Rakesh Hiremath,20,M,A1
286,112,Manjunath Shetty,55,M,A2
287,113,Nithin Gowda,27,M,A1
288,113,Arun Kulkarni,27,M,A2
289,113,Roopa Gowda,24,F,A3
290,114,Rashmi Rao,28,F,A1
291,114,Vinay Patil,53,M,A2
292,114,Anil Shetty,26,M,A3
293,114,Kiran Desai,27,M,A4
294,115,Ramya Gowda,27,F,A1
295,115,Sunil Desai,30,M,A2
296,115,Mahesh Kulkarni,23,M,A3
297,116,Vinay Kumar,53,M,A1
298,117,Santosh Rao,26,M,A1
299,118,Nithin Sharma,20,M,A1
300,118,Karthik Joshi,34,M,A2
301,119,Prakash Joshi,25,M,A1
302,119,Karthik Naik,30,M,A2
303,120,Anil Shetty,35,M,A1
304,121,Karthik Gowda,33,M,A1
305,122,Santosh Gowda,61,M,A1
306,123,Manjunath Reddy,32,M,A1
307,123,Kiran Yadav,24,M,A2
308,123,Sunil Yadav,28,M,A3
309,123,Sudeep Yadav,35,M,A4
310,124,Puneeth Reddy,32,M,A1
311,124,Santosh Patil,20,M,A2
312,125,Basavaraj Kulkarni,56,M,A1
313,125,Puneeth Sharma,26,M,A2
314,125,Sahana Kulkarni,27,F,A3
315,125,Mahesh Naik,25,M,A4
316,126,Arun Desai,28,M,A1
317,127,Kiran Reddy,34,M,A1
318,128,Manjunath Joshi,22,M,A1
319,128,Kiran Shetty,25,M,A2
320,128,Vinay Joshi,26,M,A3
321,128,Abhishek Joshi,26,M,A4
322,129,Vinay Joshi,28,M,A1
323,129,Darshan Patil,33,M,A2
324,129,Prakash Desai,25,M,A3
325,130,Santosh Hegde,35,M,A1
326,130,Mahesh Desai,35,M,A2
327,130,Vinay Naik,64,M,A3
328,131,Arun Patil,25,M,A1
329,131,Vijay Reddy,30,M,A2
330,131,Arun Joshi,33,M,A3
331,132,Rakesh Shetty,29,M,A1
332,132,Ramya Hegde,32,F,A2
333,132,Puneeth Hegde,30,M,A3
334,133,Vijay Patil,32,M,A1
335,133,Sudeep Joshi,22,T,A2
336,133,Rekha Naik,29,F,A3
337,133,Prakash Rao,31,M,A4
338,134,Abhishek Shetty,31,M,A1
339,134,Manjunath Gowda,24,M,A2
340,134,Manjunath Sharma,48,M,A3
341,135,Basavaraj Naik,28,M,A1
342,135,Sunil Yadav,22,M,A2
343,135,Basavaraj Singh,28,M,A3
344,135,Kiran Gowda,20,M,A4
345,136,Anil Sharma,47,M,A1
346,137,Swathi Hiremath,29,T,A1
347,138,Ramesh Sharma,24,M,A1
348,139,Basavaraj Desai,46,M,A1
349,139,Nithin Desai,34,M,A2
350,140,Santosh Rao,24,M,A1
351,140,Arun Desai,32,M,A2
352,140,Roopa Naik,22,F,A3
353,141,Basavaraj Hiremath,28,M,A1
354,141,Suresh Gowda,31,M,A2
355,141,Pooja Singh,21,F,A3
356,141,Pradeep Desai,21,M,A4
357,142,Vinay Desai,33,M,A1
358,142,Puneeth Hiremath,25,M,A2
359,142,Mahesh Hegde,30,M,A3
360,142,Basavaraj Yadav,38,M,A4
361,143,Kiran Gowda,62,M,A1
362,143,Sahana Bhat,34,F,A2
363,143,Mahesh Naik,29,M,A3
364,144,Vinay Hiremath,21,M,A1
365,145,Prakash Naik,32,M,A1
366,145,Vinay Shetty,29,M,A2
367,145,Kiran Shetty,21,M,A3
368,146,Vinay Shetty,33,M,A1
369,146,Kiran Desai,20,M,A2
370,146,Mahesh Singh,34,M,A3
371,147,Rekha Gowda,23,F,A1
372,147,Kiran Kumar,31,M,A2
373,148,Sudeep Joshi,20,M,A1
374,149,Santosh Shetty,34,M,A1
375,150,Nithin Bhat,32,M,A1
376,150,Basavaraj Naik,24,M,A2
377,150,Santosh Hegde,24,M,A3
378,151,Puneeth Hegde,23,M,A1
379,151,Darshan Gowda,44,M,A2
380,152,Manjunath Desai,35,M,A1
381,152,Vijay Desai,32,M,A2
382,153,Bhagya Sharma,34,T,A1
383,153,Ramesh Hiremath,43,M,A2
384,154,Ramesh Bhat,34,M,A1
385,154,Puneeth Bhat,30,M,A2
386,155,Bhagya Rao,32,T,A1
387,155,Kiran Bhat,24,M,A2
388,155,Pradeep Kulkarni,34,M,A3
389,155,Darshan Kumar,28,M,A4
390,156,Manjunath Naik,35,M,A1
391,156,Sudeep Patil,21,M,A2
392,156,Ramesh Kulkarni,22,M,A3
393,156,Puneeth Rao,25,M,A4
394,157,Prakash Yadav,26,M,A1
395,158,Anil Kumar,20,M,A1
396,158,Sudeep Yadav,30,M,A2
397,159,Manjunath Rao,30,M,A1
398,159,Vijay Patil,35,M,A2
399,159,Arun Hegde,33,M,A3
400,160,Kiran Patil,22,M,A1
401,161,Rashmi Kumar,35,F,A1
402,162,Shivakumar Kulkarni,29,M,A1
403,162,Sudeep Kumar,30,M,A2
404,162,Sunil Bhat,23,M,A3
405,162,Arun Gowda,34,M,A4
406,163,Santosh Singh,29,M,A1
407,164,Rashmi Joshi,43,F,A1
408,164,Sangeetha Hegde,20,F,A2
409,164,Vijay Singh,36,M,A3
410,164,Darshan Reddy,23,M,A4
411,165,Kiran Naik,22,M,A1
412,165,Vijay Reddy,34,M,A2
413,165,Rakesh Rao,32,M,A3
414,165,Santosh Hiremath,21,M,A4
415,166,Kiran Kulkarni,29,M,A1
416,166,Roopa Shetty,32,F,A2
417,166,Kavya Desai,21,F,A3
418,166,Sunil Rao,29,M,A4
419,167,Mahesh Yadav,24,M,A1
420,167,Manjunath Bhat,49,M,A2
421,167,Sunil Shetty,33,T,A3
422,167,Suma Rao,33,F,A4
423,168,Prakash Joshi,22,M,A1
424,168,Abhishek Sharma,22,M,A2
425,168,Vinay Kulkarni,30,M,A3
426,168,Rakesh Sharma,30,M,A4
427,169,Prakash Shetty,35,M,A1
428,170,Darshan Sharma,44,M,A1
429,171,Bhagya Naik,32,F,A1
430,171,Pradeep Gowda,34,M,A2
431,171,Prakash Patil,31,M,A3
432,172,Basavaraj Gowda,22,T,A1
433,172,Shivakumar Hiremath,24,M,A2
434,172,Mahesh Naik,34,M,A3
435,173,Nithin Rao,62,M,A1
436,174,Prakash Joshi,22,T,A1
437,174,Geetha Rao,23,F,A2
438,174,Sudeep Reddy,63,M,A3
439,174,Suresh Joshi,19,M,A4
440,175,Suresh Naik,35,M,A1
441,175,Mahesh Hegde,32,M,A2
442,175,Puneeth Desai,30,T,A3
443,175,Anil Kumar,21,M,A4
444,176,Vijay Hiremath,29,M,A1
445,177,Suresh Patil,49,M,A1
446,177,Santosh Patil,24,M,A2
447,178,Santosh Naik,26,M,A1
448,179,Pradeep Rao,25,M,A1
449,179,Kavya Bhat,32,F,A2
450,179,Vijay Shetty,25,M,A3
451,180,Puneeth Patil,35,M,A1
452,180,Anil Desai,27,M,A2
453,180,Sudeep Desai,52,T,A3
454,181,Arun Rao,20,M,A1
455,181,Abhishek Singh,30,M,A2
456,181,Kiran Naik,38,M,A3
457,181,Pradeep Kumar,27,M,A4
458,182,Sudeep Desai,30,M,A1
459,182,Vinay Patil,23,M,A2
460,182,Puneeth Hegde,29,M,A3
461,182,Basavaraj Rao,27,M,A4
462,183,Kiran Yadav,24,M,A1
463,183,Suma Patil,35,F,A2
464,183,Pradeep Hiremath,23,M,A3
465,183,Arun Gowda,33,M,A4
466,184,Darshan Hiremath,31,M,A1
467,185,Mahesh Singh,31,M,A1
468,185,Suresh Kumar,30,M,A2
469,185,Vijay Kumar,32,M,A3
470,186,Suresh Kumar,47,M,A1
471,186,Puneeth Kulkarni,22,M,A2
472,186,Darshan Sharma,26,M,A3
473,186,Anil Yadav,52,M,A4
474,187,Basavaraj Hegde,34,M,A1
475,187,Anil Rao,32,M,A2
476,187,Karthik Bhat,34,T,A3
477,188,Sudeep Patil,31,M,A1
478,188,Puneeth Kulkarni,20,M,A2
479,189,Vijay Patil,23,M,A1
480,189,Abhishek Singh,30,M,A2
481,189,Vinay Naik,35,M,A3
482,189,Rakesh Shetty,43,M,A4
483,190,Kiran Yadav,65,M,A1
484,190,Suma Shetty,34,T,A2
485,190,Rakesh Kulkarni,33,M,A3
486,191,Vijay Patil,37,M,A1
487,191,Arun Singh,20,M,A2
488,192,Vijay Yadav,58,M,A1
489,193,Sahana Kumar,29,F,A1
490,193,Puneeth Hegde,61,M,A2
491,193,Mahesh Reddy,31,M,A3
492,194,Arun Reddy,22,M,A1
493,194,Manjunath Sharma,31,M,A2
494,195,Sudeep Bhat,45,M,A1
495,195,Suresh Gowda,45,M,A2
496,196,Divya Kumar,31,F,A1
497,197,Manjunath Kumar,36,M,A1
498,198,Nithin Yadav,27,M,A1
499,199,Shivakumar Singh,33,M,A1
500,199,Divya Shetty,48,F,A2
501,199,Manjunath Sharma,32,M,A3
502,200,Sunil Joshi,59,M,A1
503,200,Shivakumar Hiremath,50,M,A2
504,201,Darshan Kulkarni,23,M,A1
505,201,Prakash Sharma,30,M,A2
506,202,Shivakumar Kulkarni,28,M,A1
507,202,Nithin Sharma,54,M,A2
508,202,Shivakumar Sharma,25,M,A3
509,202,Vijay Hiremath,31,M,A4
510,203,Abhishek Naik,29,M,A1
511,203,Pooja Kulkarni,25,F,A2
512,203,Vijay Hiremath,59,M,A3
513,204,Vijay Reddy,26,M,A1
514,204,Shivakumar Hegde,29,M,A2
515,204,Vijay Shetty,52,M,A3
516,204,Anil Hiremath,57,M,A4
517,205,Manjunath Rao,26,M,A1
518,205,Rakesh Joshi,52,M,A2
519,205,Suma Patil,31,F,A3
520,205,Shivakumar Kulkarni,44,M,A4
521,206,Rakesh Sharma,33,M,A1
522,207,Suma Desai,22,F,A1
523,207,Darshan Naik,23,M,A2
524,207,Prakash Joshi,22,M,A3
525,208,Sunil Singh,21,M,A1
526,208,Karthik Hegde,35,M,A2
527,209,Nithin Joshi,27,M,A1
528,209,Ramya Singh,33,F,A2
529,210,Arun Hegde,20,M,A1
530,211,Basavaraj Bhat,61,M,A1
531,212,Anusha Gowda,53,F,A1
532,212,Suresh Singh,25,M,A2
533,212,Santosh Joshi,31,M,A3
534,212,Manjunath Yadav,47,M,A4
535,213,Sunil Rao,53,M,A1
536,213,Abhishek Desai,34,M,A2
537,214,Ramesh Hegde,48,M,A1
538,214,Sahana Patil,32,T,A2
539,214,Mahesh Bhat,53,M,A3
540,215,Sunil Reddy,24,M,A1
541,215,Arun Desai,36,T,A2
542,215,Sunil Hegde,25,M,A3
543,216,Vijay Patil,35,M,A1
544,216,Darshan Reddy,26,M,A2
545,217,Shivakumar Reddy,23,M,A1
546,218,Asha Bhat,21,T,A1
547,218,Ramesh Shetty,32,M,A2
548,218,Abhishek Hiremath,26,M,A3
549,219,Rashmi Desai,31,F,A1
550,219,Nithin Sharma,33,M,A2
551,219,Mahesh Rao,33,M,A3
552,219,Rakesh Naik,24,M,A4
553,220,Suresh Patil,33,M,A1
554,220,Vinay Joshi,22,M,A2
555,220,Shivakumar Singh,25,M,A3
556,220,Pradeep Kulkarni,34,M,A4
557,221,Meghana Kulkarni,31,F,A1
558,221,Geetha Kulkarni,24,F,A2
559,221,Ramesh Naik,22,M,A3
560,221,Sudeep Gowda,24,M,A4
561,222,Basavaraj Yadav,49,M,A1
562,222,Arun Kulkarni,32,M,A2
563,222,Santosh Sharma,21,M,A3
564,222,Kiran Shetty,33,M,A4
565,223,Nithin Yadav,61,M,A1
566,223,Vijay Rao,29,M,A2
567,223,Vijay Bhat,25,M,A3
568,223,Pradeep Sharma,26,M,A4
569,224,Sahana Reddy,46,F,A1
570,224,Shilpa Reddy,57,F,A2
571,224,Bhagya Patil,25,F,A3
572,225,Pradeep Desai,27,M,A1
573,225,Pradeep Naik,33,M,A2
574,226,Basavaraj Bhat,21,M,A1
575,226,Roopa Kulkarni,29,T,A2
576,226,Mahesh Gowda,51,M,A3
577,226,Nithin Singh,34,M,A4
578,227,Karthik Kulkarni,51,M,A1
579,228,Vinay Bhat,51,M,A1
580,228,Prakash Kumar,41,M,A2
581,229,Basavaraj Yadav,62,M,A1
582,229,Pradeep Rao,24,M,A2
583,229,Prakash Reddy,34,M,A3
584,229,Arun Desai,25,M,A4
585,230,Vijay Gowda,31,M,A1
586,230,Vijay Kulkarni,30,M,A2
587,230,Santosh Bhat,50,M,A3
588,231,Anil Reddy,22,M,A1
589,232,Manjunath Joshi,33,M,A1
590,233,Anil Bhat,22,M,A1
591,234,Kiran Joshi,23,M,A1
592,234,Santosh Naik,32,M,A2
593,234,Kiran Singh,22,M,A3
594,234,Abhishek Gowda,23,M,A4
595,235,Abhishek Yadav,53,M,A1
596,235,Rakesh Kulkarni,25,M,A2
597,235,Arun Sharma,29,M,A3
598,236,Arun Joshi,31,M,A1
599,236,Sangeetha Hegde,34,F,A2
600,236,Kiran Hegde,30,M,A3
601,236,Sunil Rao,54,M,A4
602,237,Basavaraj Shetty,34,M,A1
603,237,Nithin Desai,20,M,A2
604,237,Sudeep Singh,20,M,A3
605,237,Mahesh Kumar,29,M,A4
606,238,Suresh Bhat,27,M,A1
607,238,Sunil Kumar,19,M,A2
608,239,Nithin Kumar,20,M,A1
609,239,Pradeep Shetty,30,M,A2
610,239,Basavaraj Reddy,33,M,A3
611,239,Basavaraj Hegde,33,M,A4
612,240,Vinay Reddy,21,M,A1
613,240,Suresh Bhat,34,M,A2
614,240,Pradeep Shetty,21,M,A3
615,240,Nithin Hiremath,33,M,A4
616,241,Manjunath Singh,26,M,A1
617,241,Suresh Kumar,26,M,A2
618,241,Pradeep Sharma,46,M,A3
619,242,Kiran Kulkarni,20,M,A1
620,242,Darshan Patil,21,M,A2
621,243,Meghana Naik,58,F,A1
622,243,Santosh Kumar,30,M,A2
623,243,Nithin Rao,18,M,A3
624,243,Manjunath Reddy,34,M,A4
625,244,Puneeth Kumar,28,M,A1
626,244,Shivakumar Bhat,23,M,A2
627,245,Pradeep Naik,57,M,A1
628,245,Rekha Bhat,21,F,A2
629,245,Darshan Sharma,22,M,A3
630,245,Santosh Shetty,32,M,A4
631,246,Sudeep Kulkarni,32,M,A1
632,246,Roopa Joshi,24,F,A2
633,247,Vijay Hegde,20,M,A1
634,247,Basavaraj Shetty,22,M,A2
635,247,Arun Shetty,32,M,A3
636,247,Ramesh Kumar,30,M,A4
637,248,Darshan Hiremath,26,M,A1
638,249,Darshan Bhat,20,M,A1
639,249,Mahesh Hegde,33,M,A2
640,249,Arun Kulkarni,20,M,A3
641,249,Darshan Bhat,39,M,A4
642,250,Basavaraj Joshi,27,M,A1
643,250,Rekha Kumar,22,F,A2
644,250,Manjunath Rao,33,M,A3
645,250,Sunil Yadav,22,T,A4
646,251,Abhishek Hegde,49,M,A1
647,251,Suresh Kulkarni,34,M,A2
648,251,Anil Hiremath,25,M,A3
649,251,Santosh Yadav,25,M,A4
650,252,Sudeep Patil,22,M,A1
651,252,Rakesh Hiremath,32,M,A2
652,252,Manjunath Joshi,24,M,A3
653,253,Nithin Rao,20,M,A1
654,254,Roopa Naik,20,F,A1
655,254,Shivakumar Kumar,22,T,A2
656,254,Ramya Rao,23,F,A3
657,254,Basavaraj Kumar,32,M,A4
658,255,Suma Kulkarni,49,F,A1
659,255,Arun Rao,23,M,A2
660,255,Pooja Bhat,30,T,A3
661,256,Anil Kumar,26,M,A1
662,257,Abhishek Naik,32,M,A1
663,258,Abhishek Kulkarni,34,M,A1
664,258,Vijay Shetty,41,M,A2
665,259,Nithin Singh,29,M,A1
666,259,Suresh Hegde,35,M,A2
667,260,Kavya Hiremath,22,T,A1
668,260,Karthik Hiremath,28,M,A2
669,260,Sunil Desai,35,M,A3
670,260,Ramesh Hiremath,65,M,A4
671,261,Abhishek Rao,22,M,A1
672,261,Geetha Shetty,26,F,A2
673,261,Pradeep Joshi,32,M,A3
674,261,Suresh Reddy,31,M,A4
675,262,Mahesh Rao,30,M,A1
676,262,Karthik Singh,26,M,A2
677,262,Puneeth Kumar,33,M,A3
678,263,Kavya Reddy,20,F,A1
679,264,Nithin Bhat,23,M,A1
680,264,Abhishek Desai,35,M,A2
681,264,Manjunath Hegde,31,M,A3
682,265,Meghana Reddy,36,F,A1
683,265,Prakash Patil,22,M,A2
684,265,Arun Singh,34,M,A3
685,265,Arun Naik,25,M,A4
686,266,Santosh Shetty,32,M,A1
687,266,Nithin Yadav,32,M,A2
