ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
180,180,"Basavaraj Kumar",38,9,3,10,M
181,181,"Vijay Patil",74,20,4,3,M
182,182,"Prakash Sharma",73,15,3,1,M
183,183,"Anil Naik",59,10,2,8,M
184,184,"Basavaraj Gowda",57,11,1,9,M
185,185,"Sunil Yadav",38,18,5,5,M
186,186,"Pradeep Singh",65,3,1,4,M
187,187,"Rashmi Rao",33,4,1,6,F
188,188,"Rashmi Singh",77,10,5,3,F
189,189,"Santosh Patil",59,14,3,7,M
190,190,"Arun Singh",63,19,2,4,M
191,191,"Vijay Naik",19,4,3,8,M
192,192,"Karthik Desai",50,12,1,5,M
193,193,"Prakash Kulkarni",41,6,1,4,M
194,194,"Sahana Hegde",29,4,2,3,F
195,195,"Ramesh Patil",45,3,3,1,M
196,196,"Sunil Desai",41,20,2,9,M
197,197,"Meghana Desai",62,19,2,8,F
198,198,"Kiran Reddy",47,16,1,7,M
199,199,"Sudeep Hegde",30,20,4,2,M
200,200,"Rakesh Reddy",25,3,4,1,M
201,201,"Shilpa Hiremath",46,11,4,8,F
202,202,"Manjunath Patil",26,4,4,6,M
203,203,"Pradeep Yadav",35,1,3,7,M
204,204,"Shilpa Hegde",35,14,4,5,F
205,205,"Pooja Kumar",72,4,2,4,F
206,206,"Manjunath Patil",73,3,3,10,M
207,207,"Kiran Hegde",56,8,4,4,M
208,208,"Sunil Bhat",41,12,1,9,M
209,209,"Pradeep Reddy",70,6,3,9,M
210,210,"Ramya Singh",68,7,3,6,F
211,211,"Sangeetha Singh",45,12,2,7,F
212,212,"Abhishek Kumar",36,14,2,7,M
213,213,"Darshan Hegde",80,13,4,10,M
214,214,"Sunil Rao",46,15,2,2,M
215,215,"Meghana Bhat",53,2,4,5,F
216,216,"Puneeth Joshi",48,3,2,8,M
217,217,"Suresh Singh",56,2,5,8,M
218,218,"Nithin Kulkarni",59,4,3,8,M
219,219,"Basavaraj Shetty",36,10,2,9,M
220,220,"Sunil Hegde",79,1,2,8,M
221,221,"Basavaraj Kumar",23,8,2,5,M
222,222,"Santosh Desai",46,8,5,6,M
223,223,"Manjunath Desai",74,11,3,1,M
224,224,"Pradeep Gowda",33,16,3,5,M
225,225,"Asha Desai",78,6,4,1,F
226,226,"Basavaraj Hiremath",67,17,3,3,M
227,227,"Anil Yadav",50,15,3,4,M
228,228,"Pradeep Yadav",23,17,4,10,M
229,229,"Shilpa Reddy",41,19,4,1,F
230,230,"Rakesh Singh",27,9,1,3,M
231,231,"Bhagya Patil",79,16,5,1,F
232,232,"Asha Shetty",69,13,3,2,F
233,233,"Pradeep Rao",21,1,1,5,M
234,234,"Rashmi Kulkarni",48,17,2,3,F
235,235,"Shivakumar Hiremath",41,3,3,2,M
236,236,"Shruthi Sharma",18,14,5,8,F
237,237,"Vijay Desai",20,7,5,10,M
238,238,"Swathi Singh",30,8,1,5,F
239,239,"Kiran Patil",56,3,5,10,M
240,240,"Shruthi Singh",42,20,5,2,F
241,241,"Ramesh Patil",26,12,3,10,M
242,242,"Kiran Kulkarni",44,11,2,2,M
243,243,"Roopa Patil",80,6,2,5,F
244,244,"Rekha Singh",37,5,2,4,F
245,245,"Roopa Sharma",51,2,2,4,F
246,246,"Prakash Desai",37,20,3,7,M
247,247,"Shivakumar Joshi",30,12,4,7,M
248,248,"Vinay Singh",64,14,2,8,M
249,249,"Geetha Hiremath",31,6,1,10,F
250,250,"Prakash Singh",35,7,1,3,M
251,251,"Nithin Patil",33,12,1,2,M
252,252,"Asha Sharma",47,6,2,1,F
253,253,"Rakesh Desai",29,20,1,1,M
254,254,"Sudeep Reddy",40,3,3,10,M
255,255,"Kiran Gowda",56,8,4,4,M
256,256,"Santosh Singh",65,8,2,9,M
257,257,"Anusha Shetty",43,15,3,3,F
258,258,"Vijay Singh",43,3,3,10,M
259,259,"Sudeep Gowda",18,12,4,7,M
260,260,"Ramesh Desai",58,5,3,10,M
261,261,"Shruthi Reddy",22,14,5,7,F
262,262,"Shilpa Rao",23,16,1,1,F
263,263,"Roopa Hiremath",42,20,1,6,F
264,264,"Sangeetha Singh",37,20,1,6,F
265,265,"Shilpa Yadav",52,16,1,6,F
266,266,"Shruthi Kulkarni",21,19,5,4,F
267,267,"Asha Sharma",58,7,2,1,T
268,268,"Anil Kulkarni",62,18,4,2,M
269,269,"Divya Gowda",41,5,4,7,F
270,270,"Ramesh Reddy",33,15,3,1,M
271,271,"Shilpa Rao",42,18,2,7,F
272,272,"Shilpa Rao",57,18,4,6,F
273,273,"Karthik Kulkarni",41,1,2,5,M
274,274,"Mahesh Kumar",62,9,2,10,M
275,275,"Arun Reddy",51,3,3,6,M
276,276,"Karthik Patil",28,17,2,3,M
277,277,"Kiran Shetty",58,3,1,4,M
278,278,"Rashmi Sharma",49,1,4,9,F
279,279,"Sangeetha Naik",71,1,5,7,F
280,280,"Puneeth Hiremath",40,7,1,9,M
281,281,"Shilpa Singh",51,14,3,1,F
282,282,"Karthik Gowda",34,8,1,6,M
283,283,"Santosh Kumar",32,2,4,7,M
284,284,"Shivakumar Hegde",31,20,1,7,M
285,285,"Divya Singh",77,4,1,9,F
286,286,"Darshan Kulkarni",20,7,4,8,M
287,287,"Asha Joshi",37,8,3,5,F
288,288,"Swathi Patil",50,12,3,2,F
289,289,"Swathi Kumar",70,14,3,3,F
290,290,"Kiran Shetty",30,5,4,10,M
291,291,"Shilpa Sharma",28,11,5,3,F
292,292,"Arun Sharma",52,18,4,9,M
293,293,"Mahesh Desai",72,5,3,8,M
294,294,"Karthik Shetty",48,1,5,7,M
295,295,"Darshan Kumar",42,20,1,4,M
296,296,"Sudeep Patil",33,9,1,10,M
297,297,"Vinay Hiremath",50,12,2,2,T
298,298,"Ramya Hegde",46,12,5,7,F
299,299,"Vijay Reddy",69,10,5,2,M
300,300,"Prakash Hegde",41,15,3,1,M
301,301,"Vinay Hiremath",72,15,1,2,M
302,302,"Ramesh Bhat",78,11,5,1,M
303,303,"Suma Hegde",79,12,4,8,F
304,304,"Arun Rao",56,13,2,6,M
305,305,"Shilpa Sharma",59,6,5,10,F
306,306,"Santosh Reddy",58,2,3,7,M
307,307,"Geetha Gowda",78,1,1,3,F
308,308,"Abhishek Reddy",63,1,4,1,M
309,309,"Roopa Rao",33,9,1,5,F
310,310,"Divya Hiremath",24,16,1,7,F
311,311,"Ramya Rao",37,4,2,10,F
312,312,"Vijay Kumar",79,3,3,9,M
313,313,"Sangeetha Reddy",49,10,5,9,F
314,314,"Nithin Kulkarni",49,18,3,10,M
315,315,"Vijay Sharma",20,4,4,3,M
316,316,"Kiran Desai",42,1,2,1,M
317,317,"Karthik Bhat",38,5,5,7,M
318,318,"Kiran Kumar",56,11,3,8,M
319,319,"Puneeth Kulkarni",78,5,4,2,M
320,320,"Arun Shetty",40,12,1,1,M
321,321,"Swathi Sharma",31,10,5,5,F
322,322,"Manjunath Sharma",45,11,1,3,M
323,323,"Darshan Reddy",33,12,3,6,M
324,324,"Asha Rao",34,20,1,7,F
325,325,"Vinay Reddy",21,12,1,1,M
326,326,"Sudeep Joshi",26,14,5,4,M
327,327,"Sahana Desai",34,20,5,10,F
328,328,"Kavya Reddy",65,16,2,4,F
329,329,"Manjunath Singh",43,13,4,3,M
330,330,"Arun Kumar",48,4,5,8,M
331,331,"Rakesh Joshi",18,17,2,6,M
332,332,"Anusha Reddy",75,6,4,7,F
333,333,"Shruthi Rao",38,17,2,2,F
334,334,"Bhagya Shetty",40,16,5,6,F
335,335,"Mahesh Shetty",73,10,4,10,M
336,336,"Vijay Shetty",69,19,5,1,M
337,337,"Nithin Gowda",53,13,2,7,M
338,338,"Kiran Desai",56,10,2,10,M
339,339,"Meghana Joshi",32,15,1,1,F
340,340,"Swathi Kumar",66,2,1,9,F
341,341,"Shruthi Reddy",37,18,2,7,F
342,342,"Sunil Joshi",73,6,2,10,M
343,343,"Kavya Joshi",38,11,5,6,F
344,344,"Darshan Hiremath",66,3,1,4,M
345,345,"Anusha Singh",55,5,5,5,F
346,346,"Suma Desai",34,13,5,4,F
347,347,"Manjunath Desai",61,17,5,10,M
348,348,"Prakash Rao",30,18,5,4,M
349,349,"Anusha Shetty",38,6,5,6,F
350,350,"Vijay Bhat",49,20,2,3,M
351,351,"Ramya Kulkarni",71,10,4,8,F
352,352,"Kiran Joshi",61,16,2,6,M
353,353,"Rashmi Gowda",78,6,5,7,F
354,354,"Anil Gowda",37,2,3,2,M
355,355,"Vijay Kulkarni",76,18,5,4,M
356,356,"Suresh Bhat",43,10,3,3,M
357,357,"Bhagya Sharma",38,1,2,9,F
358,358,"Sahana Sharma",26,13,1,5,F
359,359,"Rashmi Kulkarni",51,11,4,3,F
360,360,"Basavaraj Kumar",32,19,2,2,M
361,361,"Meghana Kumar",28,2,2,9,F
362,362,"Pradeep Desai",29,1,2,8,M
363,363,"Asha Sharma",35,4,1,8,F
364,364,"Sangeetha Rao",75,2,1,4,F
365,365,"Vinay Shetty",54,3,2,2,M
366,366,"Rashmi Kulkarni",21,9,2,10,F
367,367,"Sudeep Yadav",41,10,2,6,M
368,368,"Vinay Yadav",64,13,4,4,M
369,369,"Sahana Kumar",60,15,1,3,F
370,370,"Kiran Bhat",43,11,3,7,M
371,371,"Vijay Patil",34,3,3,2,M
372,372,"Nithin Shetty",27,15,4,1,M
373,373,"Darshan Sharma",45,5,5,2,M
374,374,"Suma Joshi",53,17,1,10,F
375,375,"Arun Gowda",39,19,1,8,M
376,376,"Santosh Reddy",24,20,3,6,M
377,377,"Shilpa Hiremath",55,20,5,9,F
378,378,"Anil Shetty",58,1,2,10,M
379,379,"Bhagya Reddy",63,10,4,1,F
380,380,"Pooja Singh",75,15,3,10,F
381,381,"Anil Hiremath",34,7,5,5,M
382,382,"Sahana Sharma",35,5,3,10,F
383,383,"Sunil Shetty",80,2,4,10,M
384,384,"Pooja Bhat",46,4,4,2,F
385,385,"Arun Naik",39,16,2,3,M
386,386,"Anusha Kumar",37,17,4,2,F
387,387,"Anil Hegde",64,1,4,1,M
388,388,"Vinay Sharma",78,2,3,5,M
389,389,"Anil Gowda",26,11,2,5,M
390,390,"Basavaraj Shetty",53,3,5,8,M
391,391,"Anil Gowda",57,8,3,7,M
392,392,"Bhagya Desai",60,3,3,6,F
393,393,"Ramesh Singh",46,13,2,4,M
394,394,"Anil Shetty",45,16,1,5,M
395,395,"Prakash Bhat",53,12,1,3,M
396,396,"Manjunath Hegde",19,8,1,7,M
397,397,"Darshan Naik",50,5,2,4,M
398,398,"Rekha Hegde",52,17,5,10,F
399,399,"Anusha Rao",43,16,3,4,F
400,400,"Rakesh Reddy",33,12,3,8,M
401,401,"Asha Hegde",26,10,1,2,F
402,402,"Swathi Bhat",75,19,2,4,F
403,403,"Anil Naik",51,4,1,10,M
404,404,"Meghana Hiremath",56,17,4,1,F
405,405,"Nithin Yadav",60,1,2,10,M
406,406,"Roopa Desai",80,6,2,9,F
407,407,"Vijay Desai",39,10,5,9,M
408,408,"Pooja Hegde",32,8,2,4,F
409,409,"Prakash Hiremath",58,9,4,6,M
410,410,"Bhagya Naik",47,12,4,3,F
411,411,"Meghana Yadav",63,13,2,8,F
412,412,"Pradeep Rao",53,13,4,7,M
413,413,"Puneeth Gowda",79,16,2,9,M
414,414,"Shivakumar Rao",55,17,2,2,M
415,415,"Sahana Hiremath",66,1,4,2,F
416,416,"Puneeth Naik",63,11,1,4,M
417,417,"Sudeep Sharma",34,20,1,7,M
418,418,"Vijay Shetty",29,9,4,5,M
419,419,"Pooja Naik",45,5,4,10,F
420,420,"Darshan Hegde",73,6,2,6,M
421,421,"Geetha Kulkarni",61,20,4,8,F
422,422,"Geetha Bhat",71,12,2,7,F
423,423,"Vijay Reddy",52,20,4,1,M
424,424,"Asha Bhat",59,5,4,6,T
425,425,"Sangeetha Desai",36,15,4,6,F
426,426,"Vijay Reddy",60,12,4,10,T
427,427,"Santosh Sharma",19,20,5,7,M
428,428,"Shivakumar Patil",35,20,1,10,T
429,429,"Sahana Reddy",19,5,1,4,F
430,430,"Sangeetha Reddy",57,4,1,3,F
431,431,"Suresh Hiremath",40,7,4,10,M
432,432,"Pooja Kumar",29,8,2,7,F
433,433,"Asha Gowda",80,19,3,10,F
434,434,"Vijay Hegde",52,15,3,7,M
435,435,"Puneeth Kulkarni",71,8,2,8,M
436,436,"Mahesh Bhat",41,16,3,9,M
437,437,"Vijay Singh",56,9,2,6,M
438,438,"Sunil Hegde",49,7,5,9,M
439,439,"Kiran Sharma",41,5,3,7,M
440,440,"Vinay Patil",74,12,3,6,M
441,441,"Rashmi Shetty",56,2,1,4,F
442,442,"Pradeep Shetty",20,12,5,3,M
443,443,"Karthik Kumar",30,10,2,10,M
444,444,"Meghana Sharma",47,1,3,8,F
445,445,"Meghana Rao",30,1,1,8,F
446,446,"Mahesh Shetty",49,6,5,7,M
447,447,"Sangeetha Bhat",56,6,5,3,F
448,448,"Nithin Hiremath",32,19,3,7,M
449,449,"Suresh Kulkarni",33,7,5,2,M
450,450,"Mahesh Hiremath",18,13,3,4,M
451,451,"Pooja Patil",60,4,4,7,T
452,452,"Kavya Joshi",55,3,2,8,F
453,453,"Roopa Reddy",44,18,4,2,F
454,454,"Puneeth Shetty",54,18,3,9,M
455,455,"Rashmi Hegde",76,4,2,7,F
456,456,"Suresh Rao",33,2,4,1,M
457,457,"Arun Hegde",76,10,4,9,M
458,458,"Swathi Joshi",49,6,1,5,F
459,459,"Asha Joshi",50,19,4,4,F
460,460,"Divya Patil",75,9,5,6,F
461,461,"Abhishek Yadav",32,10,4,10,M
462,462,"Anusha Shetty",46,1,4,10,F
463,463,"Anil Bhat",72,14,3,3,M
464,464,"Sudeep Shetty",22,6,5,2,M
465,465,"Puneeth Reddy",63,15,5,8,M
466,466,"Sudeep Gowda",31,5,4,10,M
467,467,"Rekha Desai",21,12,4,7,F
468,468,"Rekha Desai",21,18,5,9,F
469,469,"Swathi Bhat",34,7,4,3,F
470,470,"Sahana Bhat",60,17,3,8,F
471,471,"Kavya Yadav",43,16,1,6,F
472,472,"Kavya Gowda",48,6,1,3,F
473,473,"Anil Shetty",71,15,5,5,M
474,474,"Rakesh Bhat",34,3,3,6,M
475,475,"Geetha Hegde",46,6,1,3,F
476,476,"Vijay Kumar",31,19,5,10,M
477,477,"Suresh Sharma",71,10,1,4,M
478,478,"Meghana Kumar",52,14,1,6,F
479,479,"Rekha Kulkarni",52,3,2,2,F
480,480,"Arun Singh",50,13,2,9,M
481,481,"Prakash Hiremath",31,16,5,8,M
482,482,"Karthik Patil",78,10,2,5,M
483,483,"Anusha Patil",38,13,1,5,F
484,484,"Sahana Naik",44,9,5,4,F
485,485,"Sunil Bhat",48,8,1,2,M
486,486,"Sudeep Naik",49,2,3,1,M
487,487,"Abhishek Singh",75,5,1,5,M
488,488,"Sangeetha Yadav",48,6,1,5,F
489,489,"Shivakumar Singh",63,5,2,4,M
490,490,"Sunil Naik",20,19,2,10,M
491,491,"Ramya Kumar",56,15,1,8,F
492,492,"Arun Rao",51,3,2,4,M
493,493,"Santosh Kumar",79,1,2,7,M
494,494,"Ramesh Shetty",37,17,5,2,M
495,495,"Sunil Hegde",30,11,2,10,M
496,496,"Bhagya Sharma",39,16,5,2,F
497,497,"Abhishek Hiremath",40,8,3,6,M
498,498,"Vijay Patil",44,2,1,7,M
499,499,"Rashmi Hiremath",57,17,5,5,F
500,500,"Manjunath Naik",64,4,3,4,M
501,501,"Sudeep Kumar",54,17,3,10,M
502,502,"Nithin Hegde",32,17,4,6,M
503,503,"Suma Gowda",74,12,5,6,F
504,504,"Manjunath Bhat",66,3,3,1,M
505,505,"Manjunath Hiremath",27,15,1,6,M
506,506,"Meghana Yadav",54,8,3,9,F
507,507,"Sahana Bhat",43,3,3,5,F
508,508,"Kiran Reddy",39,1,5,5,M
509,509,"Shruthi Sharma",27,10,5,4,F
510,510,"Shilpa Bhat",75,13,5,6,F
511,511,"Rashmi Kumar",55,4,3,4,F
512,512,"Suresh Hiremath",46,2,5,5,M
513,513,"Vinay Singh",59,2,4,3,M
514,514,"Sudeep Rao",61,4,1,10,M
515,515,"Mahesh Hiremath",25,17,1,2,M
516,516,"Arun Naik",74,4,5,3,M
517,517,"Rashmi Gowda",41,13,3,1,F
518,518,"Santosh Kulkarni",68,6,2,1,M
519,519,"Arun Singh",79,18,4,8,M
520,520,"Vinay Kumar",45,18,3,9,M
521,521,"Roopa Hiremath",42,15,5,1,F
522,522,"Puneeth Hiremath",47,5,5,10,M
523,523,"Nithin Desai",41,1,4,9,M
524,524,"Anil Shetty",38,10,4,2,M
525,525,"Shilpa Kulkarni",78,5,4,1,F
526,526,"Rashmi Sharma",63,14,3,6,F
527,527,"Rashmi Reddy",69,7,1,6,F
528,528,"Suma Bhat",65,4,2,4,F
529,529,"Manjunath Shetty",51,6,2,9,M
530,530,"Asha Hiremath",75,7,2,8,F
531,531,"Kiran Shetty",58,14,1,8,M
532,532,"Ramesh Hegde",33,11,2,10,M
533,533,"Meghana Singh",51,12,5,6,F
534,534,"Suresh Desai",71,19,3,1,M
535,535,"Vijay Shetty",31,20,1,3,M
536,536,"Kiran Singh",77,11,2,9,M
537,537,"Rekha Rao",33,18,4,9,F
538,538,"Pooja Gowda",69,1,1,4,F
539,539,"Santosh Patil",46,5,2,5,M
540,540,"Asha Desai",45,10,5,2,F
541,541,"Manjunath Yadav",53,9,1,8,M
542,542,"Asha Shetty",36,3,1,5,F
543,543,"Manjunath Kumar",25,5,1,6,M
544,544,"Karthik Kulkarni",79,15,1,5,M
545,545,"Puneeth Patil",38,20,5,9,M
546,546,"Vijay Kulkarni",78,2,4,8,M
547,547,"Arun Rao",24,6,1,5,M
548,548,"Vinay Kulkarni",77,17,1,2,M
549,549,"Geetha Shetty",37,3,2,9,F
550,550,"Shivakumar Naik",39,15,5,7,M
551,551,"Rakesh Kulkarni",27,12,5,4,M
552,552,"Abhishek Desai",60,6,2,7,M
553,553,"Puneeth Desai",76,9,3,8,M
554,554,"Nithin Singh",56,18,2,2,M
555,555,"Suresh Hegde",39,12,2,7,M
556,556,"Bhagya Hiremath",31,5,1,9,F
557,557,"Suma Yadav",49,15,3,9,F
558,558,"Shruthi Yadav",26,2,1,7,F
559,559,"Karthik Sharma",55,17,4,8,M
560,560,"Mahesh Hiremath",73,9,5,3,M
561,561,"Pooja Reddy",34,15,3,9,F
562,562,"Anusha Patil",34,8,3,1,F
563,563,"Pradeep Patil",56,18,2,9,M
564,564,"Prakash Joshi",73,20,5,10,M
565,565,"Anusha Singh",28,4,2,2,F
566,566,"Pradeep Hiremath",25,10,1,4,M
567,567,"Shruthi Singh",71,2,4,7,F
568,568,"Nithin Hiremath",28,19,1,8,M
569,569,"Manjunath Desai",77,15,3,6,M
570,570,"Puneeth Rao",27,17,5,2,M
571,571,"Arun Hegde",74,9,1,1,M
572,572,"Suresh Bhat",44,1,5,3,M
573,573,"Pooja Kulkarni",53,19,5,10,F
574,574,"Pooja Kumar",75,18,5,7,F
