VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
413,209,Suresh Sharma,45,M,0
414,210,Ramya Singh,55,F,0
415,211,Sangeetha Singh,48,F,0
416,211,Puneeth Hegde,69,M,0
417,212,Abhishek Kumar,30,M,0
418,212,Swathi Kulkarni,65,F,0
419,212,Sudeep Kumar,70,M,0
420,213,Darshan Hegde,80,M,0
421,214,Sunil Rao,46,M,0
422,215,Meghana Bhat,53,F,0
423,215,Asha Patil,30,F,0
424,216,Puneeth Joshi,54,M,0
425,216,Vinay Gowda,51,M,0
426,217,Suresh Singh,71,M,0
427,217,Basavaraj Joshi,56,M,0
428,218,Nithin Kulkarni,59,M,0
429,219,Basavaraj Shetty,36,M,0
430,219,Vijay Kulkarni,27,M,0
431,220,Sunil Hegde,79,M,0
432,220,Divya Rao,23,F,0
433,220,Shilpa Yadav,52,F,0
434,221,Basavaraj Kumar,23,M,0
435,221,Vijay Yadav,19,M,0
436,221,Asha Sharma,48,F,0
437,222,Santosh Desai,46,M,0
438,222,Anil Kumar,48,M,0
439,223,Manjunath Desai,58,M,0
440,223,Ramya Patil,55,F,0
441,223,Santosh Naik,33,M,0
442,224,Sudeep Desai,28,M,0
443,224,Sahana Sharma,64,F,0
444,224,Mahesh Hegde,70,M,0
445,225,Asha Desai,78,F,0
446,225,Manjunath Shetty,23,M,0
447,226,Basavaraj Hiremath,54,M,0
448,226,Ramesh Hegde,42,M,0
449,226,Rashmi Kulkarni,36,F,0
450,227,Anil Yadav,50,M,0
451,227,Mahesh Joshi,58,M,0
452,227,Basavaraj Reddy,46,M,0
453,228,Pradeep Yadav,23,M,0
454,228,Darshan Sharma,31,M,0
455,229,Shilpa Reddy,41,F,0
456,229,Darshan Reddy,41,M,0
457,229,Anil Sharma,30,M,0
458,230,Rakesh Singh,27,M,0
459,230,Santosh Yadav,42,M,0
460,230,Arun Patil,79,M,0
461,231,Bhagya Patil,60,F,0
462,232,Asha Shetty,69,F,0
463,232,Vinay Patil,49,M,0
464,232,Pradeep Rao,44,M,0
465,233,Pradeep Rao,31,M,0
466,234,Rashmi Kulkarni,54,F,0
467,235,Shivakumar Hiremath,40,M,0
468,235,Prakash Kulkarni,20,M,0
469,236,Shruthi Sharma,18,F,0
470,237,Vijay Desai,31,M,0
471,237,Divya Gowda,36,F,0
472,237,Shilpa Joshi,48,F,0
473,238,Swathi Singh,30,F,0
474,238,Kavya Hegde,43,F,0
475,238,Karthik Singh,45,M,0
476,239,Kiran Patil,70,M,0
477,240,Shruthi Singh,42,F,0
478,241,Ramesh Patil,26,M,0
479,242,Sudeep Kumar,68,M,0
480,242,Vijay Singh,56,M,0
481,243,Roopa Patil,80,F,0
482,244,Rekha Singh,33,F,0
483,244,Puneeth Yadav,74,M,0
484,245,Roopa Sharma,46,F,0
485,245,Mahesh Sharma,52,M,0
486,245,Vinay Hiremath,50,M,0
487,246,Prakash Desai,32,M,0
488,247,Shivakumar Joshi,30,M,0
489,247,Geetha Joshi,18,T,0
490,248,Vinay Singh,53,M,0
491,248,Suresh Hegde,57,M,0
492,249,Geetha Hiremath,31,F,0
493,249,Nithin Kumar,48,M,0
494,249,Rakesh Kulkarni,23,M,0
495,250,Divya Bhat,73,F,0
496,250,Shivakumar Sharma,28,M,0
497,251,Nithin Patil,37,M,0
498,251,Basavaraj Kulkarni,51,M,0
499,251,Divya Sharma,43,F,0
500,252,Asha Sharma,47,F,0
501,252,Abhishek Singh,26,M,0
502,253,Rakesh Desai,35,M,0
503,253,Shivakumar Kumar,44,M,0
504,253,Sahana Reddy,42,F,0
505,254,Sudeep Reddy,41,M,0
506,254,Basavaraj Hegde,30,M,0
507,255,Kiran Gowda,56,M,0
508,255,Prakash Naik,50,M,0
509,255,Rakesh Gowda,57,T,0
510,256,Santosh Singh,65,M,0
511,256,Kiran Patil,51,M,0
512,256,Anil Gowda,32,M,0
513,257,Rakesh Gowda,22,M,0
514,257,Sudeep Patil,58,M,0
515,257,Rashmi Shetty,29,F,0
516,258,Vijay Singh,45,M,0
517,258,Rashmi Sharma,19,F,0
518,259,Sudeep Gowda,30,M,0
519,260,Ramesh Desai,58,M,0
520,261,Sudeep Hiremath,62,M,0
521,262,Shilpa Rao,23,F,0
522,262,Sunil Shetty,39,M,0
523,263,Swathi Sharma,48,F,0
524,263,Sangeetha Desai,61,F,0
525,264,Sangeetha Singh,32,F,0
526,265,Shilpa Yadav,63,F,0
527,265,Sangeetha Hiremath,67,F,0
528,265,Meghana Reddy,60,F,0
529,266,Suresh Reddy,23,M,0
530,266,Sudeep Reddy,54,M,0
531,267,Asha Sharma,58,T,0
532,267,Nithin Patil,80,M,0
533,268,Anil Kulkarni,62,M,0
534,269,Divya Gowda,41,F,0
535,270,Ramesh Reddy,37,M,0
536,270,Santosh Rao,50,M,0
537,270,Pooja Singh,57,F,0
538,271,Shilpa Rao,42,F,0
539,271,Suma Kulkarni,54,F,0
540,272,Shilpa Rao,73,F,0
541,273,Karthik Kulkarni,41,M,0
542,274,Mahesh Kumar,62,M,0
543,274,Anusha Patil,30,F,0
544,274,Divya Bhat,56,F,0
545,275,Arun Reddy,61,M,0
546,276,Karthik Patil,28,M,0
547,276,Ramya Desai,69,F,0
548,276,Bhagya Hiremath,48,F,0
549,277,Sunil Yadav,51,M,0
550,277,Anusha Kulkarni,58,F,0
551,278,Rashmi Sharma,49,F,0
552,278,Geetha Reddy,43,T,0
553,279,Sangeetha Naik,71,F,0
554,279,Shilpa Kulkarni,37,F,0
555,280,Puneeth Hiremath,40,M,1
556,281,Shilpa Singh,60,F,0
557,281,Mahesh Yadav,18,M,0
558,281,Divya Reddy,30,F,0
559,282,Karthik Gowda,26,M,0
560,283,Nithin Patil,35,M,0
561,284,Shivakumar Hegde,36,M,0
562,285,Sahana Desai,33,F,0
563,285,Nithin Shetty,74,M,0
564,285,Shilpa Patil,55,F,0
565,286,Darshan Kulkarni,20,M,0
566,287,Puneeth Kumar,48,M,0
567,288,Swathi Patil,59,F,0
568,288,Pradeep Reddy,18,T,0
569,289,Swathi Kumar,70,F,0
570,289,Sudeep Hiremath,27,M,0
571,290,Shruthi Reddy,42,F,0
572,290,Manjunath Patil,34,M,0
573,290,Darshan Gowda,55,M,0
574,291,Shilpa Sharma,28,F,0
575,291,Anil Desai,22,M,0
576,291,Suresh Patil,56,M,0
577,292,Suresh Hegde,26,M,0
578,292,Kiran Sharma,45,M,0
579,292,Sangeetha Bhat,69,F,0
580,293,Mahesh Desai,72,M,0
581,294,Karthik Shetty,45,M,0
582,294,Shruthi Bhat,41,F,0
583,295,Puneeth Rao,18,M,0
584,295,Rakesh Joshi,76,M,0
585,295,Abhishek Yadav,77,M,0
586,296,Suresh Kumar,56,M,0
587,297,Vinay Hiremath,46,T,0
588,298,Ramya Hegde,46,F,0
589,299,Vijay Reddy,69,M,0
590,300,Prakash Hegde,41,M,0
591,301,Vinay Hiremath,57,M,0
592,301,Rakesh Shetty,41,M,0
593,302,Ramesh Bhat,78,M,0
594,303,Suma Hegde,79,F,0
595,304,Manjunath Singh,78,M,0
596,304,Rakesh Reddy,20,M,0
597,305,Shilpa Sharma,59,F,0
598,305,Mahesh Desai,71,M,0
599,305,Kiran Reddy,77,M,0
600,306,Santosh Reddy,58,M,0
601,307,Geetha Gowda,60,F,0
602,307,Anil Joshi,58,M,0
603,307,Pradeep Naik,30,M,0
604,308,Abhishek Reddy,52,M,0
605,308,Basavaraj Hiremath,56,M,0
606,308,Bhagya Rao,60,F,0
607,309,Roopa Rao,33,F,0
608,309,Sudeep Naik,64,M,0
609,310,Sunil Rao,23,M,0
610,311,Ramya Rao,39,F,0
611,311,Vinay Patil,33,M,0
612,311,Swathi Gowda,35,T,0
613,312,Darshan Naik,23,M,0
614,313,Sangeetha Reddy,49,F,0
615,313,Mahesh Desai,58,M,0
616,313,Puneeth Patil,60,M,0
617,314,Nithin Kulkarni,56,M,0
618,315,Vijay Sharma,20,M,0
619,316,Kiran Desai,43,M,0
620,316,Meghana Patil,43,F,0
621,316,Rekha Reddy,71,T,0
622,317,Roopa Gowda,77,F,0
623,317,Ramesh Reddy,21,M,0
624,317,Kiran Hiremath,35,M,0
625,318,Kiran Kumar,70,M,0
626,319,Puneeth Kulkarni,78,M,0
627,320,Arun Shetty,40,M,0
628,320,Prakash Yadav,50,M,0
629,321,Swathi Sharma,31,F,0
630,322,Shivakumar Shetty,28,M,0
631,323,Darshan Reddy,24,M,0
632,323,Asha Sharma,65,F,0
633,323,Shivakumar Sharma,34,M,0
634,324,Asha Rao,34,F,0
635,324,Kiran Hiremath,55,M,0
636,324,Santosh Kumar,20,T,0
637,325,Vinay Reddy,21,M,0
638,326,Karthik Joshi,59,M,0
639,326,Vinay Yadav,51,M,0
640,327,Asha Gowda,76,F,0
641,327,Suma Shetty,66,F,0
642,328,Kavya Reddy,65,F,0
643,328,Ramesh Kumar,51,M,0
644,329,Manjunath Singh,43,M,0
645,330,Arun Kumar,48,M,0
646,331,Rakesh Joshi,30,M,0
647,332,Roopa Hiremath,22,F,0
648,332,Ramya Naik,24,F,0
649,332,Shivakumar Sharma,38,M,0
650,333,Shruthi Rao,38,F,0
651,333,Darshan Kumar,30,M,0
652,333,Anil Naik,30,M,0
653,334,Bhagya Shetty,40,F,0
654,334,Sahana Sharma,36,F,0
655,335,Mahesh Shetty,73,M,0
656,335,Pooja Naik,72,F,0
657,336,Sudeep Hegde,74,M,0
658,336,Arun Hegde,77,M,0
659,337,Nithin Gowda,53,M,0
660,338,Kiran Desai,56,M,0
661,339,Meghana Joshi,32,F,0
662,339,Prakash Naik,39,M,0
663,339,Mahesh Bhat,31,M,0
664,340,Swathi Kumar,66,F,0
665,340,Suma Yadav,68,F,0
666,341,Shruthi Reddy,37,F,0
667,341,Sunil Rao,46,M,0
668,341,Rakesh Patil,79,M,0
669,342,Sunil Joshi,73,M,0
670,343,Kavya Joshi,80,F,0
671,343,Roopa Patil,56,F,0
672,343,Prakash Singh,25,M,0
673,344,Sahana Desai,78,F,0
674,345,Anusha Singh,68,F,0
675,345,Darshan Naik,67,M,0
676,346,Shruthi Rao,22,F,0
677,347,Manjunath Desai,61,M,0
678,347,Rakesh Rao,50,M,0
679,347,Karthik Naik,37,M,0
680,348,Prakash Rao,19,M,0
681,349,Darshan Singh,36,M,0
682,349,Shilpa Singh,74,F,0
683,349,Darshan Joshi,64,M,0
684,350,Vijay Bhat,49,M,0
685,350,Rekha Bhat,30,F,0
686,350,Prakash Kumar,18,M,0
687,351,Ramya Kulkarni,56,F,0
688,351,Vijay Sharma,55,M,0
689,351,Arun Sharma,39,M,0
690,352,Kiran Joshi,51,M,0
691,352,Rakesh Yadav,42,M,0
692,353,Rashmi Gowda,78,F,0
693,353,Pooja Hegde,76,F,0
694,353,Pooja Patil,51,F,0
695,354,Anil Gowda,32,M,0
696,355,Sudeep Reddy,34,M,0
697,355,Nithin Kulkarni,45,M,0
698,356,Suresh Bhat,43,M,0
699,356,Vinay Naik,21,M,0
700,357,Bhagya Sharma,38,F,0
701,357,Rakesh Sharma,50,M,0
702,357,Pooja Reddy,45,F,0
703,358,Sahana Sharma,26,F,0
704,359,Rashmi Kulkarni,46,F,0
705,359,Roopa Joshi,45,F,0
706,359,Rashmi Rao,46,F,0
707,360,Mahesh Naik,41,M,0
708,360,Swathi Kulkarni,56,F,0
709,360,Anil Desai,49,M,0
710,361,Meghana Kumar,28,F,1
711,361,Sudeep Shetty,77,M,0
712,361,Puneeth Sharma,73,M,1
713,362,Pradeep Desai,29,M,0
714,362,Rakesh Desai,64,M,0
715,362,Divya Hiremath,41,F,0
716,363,Asha Sharma,35,F,0
717,363,Bhagya Reddy,31,F,0
718,363,Rashmi Rao,57,F,0
719,364,Sangeetha Rao,75,F,0
720,364,Roopa Gowda,78,F,0
721,365,Vinay Shetty,54,M,0
722,366,Rashmi Kulkarni,21,F,0
723,367,Sudeep Yadav,40,M,0
724,368,Manjunath Rao,44,M,0
